Time from start of file(), Time from initialisation(), Time from start of region(), Time(hh:mm:ss), Time(s), Seconds from midnight Sunday(), Latitude(deg), Longitude(deg), Altitude(m), Distance horizontal(m), Velocity forward(m/s), Velocity lateral(m/s), Velocity down(m/s), Speed horizontal(m/s), Number of GPS satellites used(), GPS position mode(), GPS velocity mode(), GPS dual antenna attitude mode(), Heading(deg), Pitch(deg), Roll(deg), Slip angle(deg), Angular rate forward(deg/s), Angular rate lateral(), Angular rate down(deg/s), Angular rate Xv(deg/s), Angular rate Yv(deg/s), Angular rate Zv(deg/s), Acceleration forward(m/s²), Acceleration lateral(m/s²), Acceleration down(m/s²), Acceleration Xv(m/s²), Acceleration Yv(m/s²), Acceleration Zv(m/s²)
36.928,0,36.92, 2021/07/20 18:26:12.928 PM,1310840773,239172.928,37.42986589,-122.184102,39.855,0,0,0,0.15,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-20.8,0.23,-3.17,0,0,0,-10.063,-2.538,-0.232
36.94,0,36.932, 2021/07/20 18:26:12.940 PM,1310840773,239172.94,37.42986589,-122.184102,39.855,0,0,0,0.15,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-19.71,-0.21,-2.32,0,0,0,-10.257,-2.195,-0.301
36.948,0,36.94, 2021/07/20 18:26:12.948 PM,1310840773,239172.948,37.42986589,-122.184102,39.855,0,0,0,0.15,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-19.75,-0.94,-2.25,0,0,0,-10.43,-2.726,-0.141
36.96,0,36.952, 2021/07/20 18:26:12.960 PM,1310840773,239172.96,37.42986589,-122.184102,39.855,0,0,0,0.15,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-19.06,-0.7,-1.04,0,0,0,-10.415,-2.693,-0.14
36.968,0,36.96, 2021/07/20 18:26:12.968 PM,1310840773,239172.968,37.42986589,-122.184102,39.855,0,0,0,0.15,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-19.64,-0.93,-0.61,0,0,0,-10.016,-1.872,-0.587
36.98,0,36.972, 2021/07/20 18:26:12.980 PM,1310840773,239172.98,37.42986589,-122.184102,39.855,0,0,0,0.15,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-18.64,-0.55,0.69,0,0,0,-10.007,-1.823,-0.461
36.988,0,36.98, 2021/07/20 18:26:12.988 PM,1310840773,239172.988,37.42986589,-122.184102,39.855,0,0,0,0.15,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-17.98,-2.06,1.91,0,0,0,-10.196,-2.672,0.331
37,0,36.992, 2021/07/20 18:26:13.000 PM,1310840773,239173,37.42986589,-122.184102,39.855,0,0,0,0.15,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-18.83,-1.44,1.37,0,0,0,-10.026,-2.043,0.107
37.008,0,37, 2021/07/20 18:26:13.008 PM,1310840773,239173.008,37.42986589,-122.184102,39.855,0,0,0,0.15,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-18.42,-1.18,1.83,0,0,0,-10.147,-1.712,0.31
37.02,0,37.012, 2021/07/20 18:26:13.020 PM,1310840773,239173.02,37.42986589,-122.184102,39.855,0,0,0,0.15,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-18.21,-1.7,2.07,0,0,0,-9.959,-1.713,0.477
37.028,0,37.02, 2021/07/20 18:26:13.028 PM,1310840773,239173.028,37.42986589,-122.184102,39.855,0,0,0,0.15,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-17.85,-1.18,0.78,0,0,0,-10.006,-1.719,0.189
37.04,0,37.032, 2021/07/20 18:26:13.040 PM,1310840773,239173.04,37.42986589,-122.184102,39.855,0,0,0,0.15,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-17.3,-0.82,-0.75,0,0,0,-10.079,-1.958,0.089
37.048,0,37.04, 2021/07/20 18:26:13.048 PM,1310840773,239173.048,37.42986589,-122.184102,39.855,0,0,0,0.15,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-17,-0.92,-2,0,0,0,-9.983,-2.325,0.33
37.06,0,37.052, 2021/07/20 18:26:13.060 PM,1310840773,239173.06,37.42986589,-122.184102,39.855,0,0,0,0.15,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-15.43,-1.13,-0.59,0,0,0,-9.819,-2.66,0.115
37.068,0,37.06, 2021/07/20 18:26:13.068 PM,1310840773,239173.068,37.42986589,-122.184102,39.855,0,0,0,0.15,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-15.37,-0.86,-0.94,0,0,0,-9.575,-2.179,0.104
37.08,0,37.072, 2021/07/20 18:26:13.080 PM,1310840773,239173.08,37.42986589,-122.184102,39.855,0,0,0,0.15,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-14.06,-0.87,0.01,0,0,0,-9.507,-2.149,-0.243
37.088,0,37.08, 2021/07/20 18:26:13.088 PM,1310840773,239173.088,37.42986589,-122.184102,39.855,0,0,0,0.15,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-13.33,-1.35,-0.39,0,0,0,-9.371,-2.783,0.016
37.1,0,37.092, 2021/07/20 18:26:13.100 PM,1310840773,239173.1,37.42987923,-122.1840919,39.854,0,0,0,0.15,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-13.28,-0.29,0.37,0,0,0,-9.441,-2.607,-0.059
37.108,0,37.1, 2021/07/20 18:26:13.108 PM,1310840773,239173.108,37.42987923,-122.1840919,39.854,0,0,0,0.29,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-13.05,-0.61,0.73,0,0,0,-9.591,-1.997,-0.183
37.12,0,37.112, 2021/07/20 18:26:13.120 PM,1310840773,239173.12,37.42987923,-122.1840919,39.854,0,0,0,0.23,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-12.02,-0.65,1.23,0,0,0,-9.353,-2.15,-0.002
37.128,0,37.12, 2021/07/20 18:26:13.128 PM,1310840773,239173.128,37.42987923,-122.1840919,39.854,0,0,0,0.23,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-11.35,-0.45,0.59,0,0,0,-9.48,-2.586,-0.096
37.14,0,37.132, 2021/07/20 18:26:13.140 PM,1310840773,239173.14,37.42987923,-122.1840919,39.854,0,0,0,0.23,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-10.29,-0.61,0.18,0,0,0,-9.36,-2.533,-0.069
37.148,0,37.14, 2021/07/20 18:26:13.148 PM,1310840773,239173.148,37.42987923,-122.1840919,39.854,0,0,0,0.23,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-10.28,-0.66,0.72,0,0,0,-9.27,-2.808,0.122
37.16,0,37.152, 2021/07/20 18:26:13.160 PM,1310840773,239173.16,37.42987923,-122.1840919,39.854,0,0,0,0.23,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-9.61,-0.14,0.22,0,0,0,-9.35,-2.881,0.288
37.168,0,37.16, 2021/07/20 18:26:13.168 PM,1310840773,239173.168,37.42987923,-122.1840919,39.854,0,0,0,0.23,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-8.9,-0.38,0.77,0,0,0,-9.121,-2.489,0.267
37.18,0,37.172, 2021/07/20 18:26:13.180 PM,1310840773,239173.18,37.42987923,-122.1840919,39.854,0,0,0,0.23,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-8.17,0.43,0.22,0,0,0,-9.273,-2.209,0.297
37.188,0,37.18, 2021/07/20 18:26:13.188 PM,1310840773,239173.188,37.42987923,-122.1840919,39.854,0,0,0,0.23,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-8.46,-0.4,1.32,0,0,0,-9.059,-2.239,0.35
37.2,0,37.192, 2021/07/20 18:26:13.200 PM,1310840773,239173.2,37.42987923,-122.1840919,39.854,0,0,0,0.23,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-6.83,0.16,3.16,0,0,0,-9.043,-2.005,0.206
37.208,0,37.2, 2021/07/20 18:26:13.208 PM,1310840773,239173.208,37.42987923,-122.1840919,39.854,0,0,0,0.23,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-6.94,0.34,3.36,0,0,0,-8.95,-2.09,0.136
37.22,0,37.212, 2021/07/20 18:26:13.220 PM,1310840773,239173.22,37.42987923,-122.1840919,39.854,0,0,0,0.07,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-7.26,0.24,4.09,0,0,0,-9.389,-1.637,0.164
37.228,0,37.22, 2021/07/20 18:26:13.228 PM,1310840773,239173.228,37.42987923,-122.1840919,39.854,0,0,0,0.07,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-6.91,0.27,4.38,0,0,0,-9.497,-1.384,0.063
37.24,0,37.232, 2021/07/20 18:26:13.240 PM,1310840773,239173.24,37.42987923,-122.1840919,39.854,0,0,0,0.07,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-7.03,0.43,4.43,0,0,0,-9.652,-1.299,0.301
37.248,0,37.24, 2021/07/20 18:26:13.248 PM,1310840773,239173.248,37.42987923,-122.1840919,39.854,0,0,0,0.07,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-7.16,-0.14,3.06,0,0,0,-9.948,-0.854,0.314
37.26,0,37.252, 2021/07/20 18:26:13.260 PM,1310840773,239173.26,37.42987923,-122.1840919,39.854,0,0,0,0.07,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-5.82,-0.2,3.56,0,0,0,-9.959,-1.368,0.173
37.268,0,37.26, 2021/07/20 18:26:13.268 PM,1310840773,239173.268,37.42987923,-122.1840919,39.854,0,0,0,0.07,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-6.1,-0.1,1.69,0,0,0,-10.135,-0.811,0.367
37.28,0,37.272, 2021/07/20 18:26:13.280 PM,1310840773,239173.28,37.42987923,-122.1840919,39.854,0,0,0,0.07,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-4.84,-0.36,1.86,0,0,0,-10.066,-0.729,0.2
37.288,0,37.28, 2021/07/20 18:26:13.288 PM,1310840773,239173.288,37.42987923,-122.1840919,39.854,0,0,0,0.07,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-4.5,-0.76,3.02,0,0,0,-9.941,-0.876,0.015
37.3,0,37.292, 2021/07/20 18:26:13.300 PM,1310840773,239173.3,37.42987923,-122.1840919,39.854,0,0,0,0.07,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-4.77,0.23,2.75,0,0,0,-10.145,-0.631,-0.056
37.308,0,37.3, 2021/07/20 18:26:13.308 PM,1310840773,239173.308,37.42987923,-122.1840919,39.854,0,0,0,0.07,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-4.3,-0.35,2.55,0,0,0,-10.093,-1.01,0.13
37.32,0,37.312, 2021/07/20 18:26:13.320 PM,1310840773,239173.32,37.42987923,-122.1840919,39.854,0,0,0,-0.07,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-3.83,0.08,2.91,0,0,0,-10.105,-0.517,0.118
37.328,0,37.32, 2021/07/20 18:26:13.328 PM,1310840773,239173.328,37.42987923,-122.1840919,39.854,0,0,0,-0.07,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-4.08,0.12,3,0,0,0,-10.118,-0.37,-0.322
37.34,0,37.332, 2021/07/20 18:26:13.340 PM,1310840773,239173.34,37.42987923,-122.1840919,39.854,0,0,0,-0.07,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-4.07,-0.05,3.06,0,0,0,-9.986,-0.211,0.164
37.348,0,37.34, 2021/07/20 18:26:13.348 PM,1310840773,239173.348,37.42987923,-122.1840919,39.854,0,0,0,-0.07,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-3.92,-0.64,2.64,0,0,0,-10.138,-0.68,0.229
37.36,0,37.352, 2021/07/20 18:26:13.360 PM,1310840773,239173.36,37.42987923,-122.1840919,39.854,0,0,0,-0.07,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-3.22,-0.25,1.63,0,0,0,-9.849,-0.274,0.057
37.368,0,37.36, 2021/07/20 18:26:13.368 PM,1310840773,239173.368,37.42987923,-122.1840919,39.854,0,0,0,-0.07,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-2.59,0.04,1.84,0,0,0,-9.915,-0.416,-0.085
37.38,0,37.372, 2021/07/20 18:26:13.380 PM,1310840773,239173.38,37.42987923,-122.1840919,39.854,0,0,0,-0.07,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-3.7,-0.03,-0.09,0,0,0,-9.902,-0.619,0.319
37.388,0,37.38, 2021/07/20 18:26:13.388 PM,1310840773,239173.388,37.42987923,-122.1840919,39.854,0,0,0,-0.07,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-2.68,0.29,0.34,0,0,0,-9.858,-0.235,-0.091
37.4,0,37.392, 2021/07/20 18:26:13.400 PM,1310840773,239173.4,37.42987923,-122.1840919,39.854,0,0,0,-0.07,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-2.65,0.2,0.17,0,0,0,-9.891,-0.491,0.226
37.408,0,37.4, 2021/07/20 18:26:13.408 PM,1310840773,239173.408,37.42987923,-122.1840919,39.854,0,0,0,0.15,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-2.76,-0.12,0.9,0,0,0,-10.198,-0.46,0.311
37.42,0,37.412, 2021/07/20 18:26:13.420 PM,1310840773,239173.42,37.42987923,-122.1840919,39.854,0,0,0,0.15,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-3.14,0.27,0.73,0,0,0,-9.856,-0.804,0.129
37.428,0,37.42, 2021/07/20 18:26:13.428 PM,1310840773,239173.428,37.42987923,-122.1840919,39.854,0,0,0,0.15,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-2.29,0.36,0.83,0,0,0,-10.045,-0.753,0.204
37.44,0,37.432, 2021/07/20 18:26:13.440 PM,1310840773,239173.44,37.42987923,-122.1840919,39.854,0,0,0,0.15,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-3.16,0.38,1.26,0,0,0,-9.823,-0.456,0.475
37.448,0,37.44, 2021/07/20 18:26:13.448 PM,1310840773,239173.448,37.42987923,-122.1840919,39.854,0,0,0,0.15,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-2.12,-0.4,0.52,0,0,0,-10.041,-0.41,0.126
37.46,0,37.452, 2021/07/20 18:26:13.460 PM,1310840773,239173.46,37.42987923,-122.1840919,39.854,0,0,0,0.15,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-2.95,-0.31,2.02,0,0,0,-9.628,-0.774,0.618
37.468,0,37.46, 2021/07/20 18:26:13.468 PM,1310840773,239173.468,37.42987923,-122.1840919,39.854,0,0,0,0.15,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-2.99,0.19,1.5,0,0,0,-9.721,-0.613,0.234
37.48,0,37.472, 2021/07/20 18:26:13.480 PM,1310840773,239173.48,37.42987923,-122.1840919,39.854,0,0,0,0.15,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-2.58,-0.43,1.83,0,0,0,-9.568,-0.339,0.506
37.488,0,37.48, 2021/07/20 18:26:13.488 PM,1310840773,239173.488,37.42987923,-122.1840919,39.854,0,0,0,0.15,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-3.21,0.23,2.04,0,0,0,-9.639,-0.589,0.145
37.5,0,37.492, 2021/07/20 18:26:13.500 PM,1310840774,239173.5,37.42987923,-122.1840919,39.854,0,0,0,0.15,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-2.06,-0.26,1.99,0,0,0,-9.691,-0.35,0.133
37.508,0,37.5, 2021/07/20 18:26:13.508 PM,1310840774,239173.508,37.42987923,-122.1840919,39.854,0,0,0,0.15,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-2.37,0.46,1.29,0,0,0,-9.93,0.177,0.16
37.52,0,37.512, 2021/07/20 18:26:13.520 PM,1310840774,239173.52,37.42987923,-122.1840919,39.854,0,0,0,0.15,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-2.51,-0.64,0.78,0,0,0,-9.884,0.191,0.34
37.528,0,37.52, 2021/07/20 18:26:13.528 PM,1310840774,239173.528,37.42987923,-122.1840919,39.854,0,0,0,0.15,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-2.58,-0.66,-0.49,0,0,0,-10.119,-0.121,0.005
37.54,0,37.532, 2021/07/20 18:26:13.540 PM,1310840774,239173.54,37.42987923,-122.1840919,39.854,0,0,0,0.15,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-2.3,0.3,-0.47,0,0,0,-9.885,-0.286,0.333
37.548,0,37.54, 2021/07/20 18:26:13.548 PM,1310840774,239173.548,37.42987923,-122.1840919,39.854,0,0,0,0.15,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-2.7,-0.49,-1.41,0,0,0,-10.049,0.252,0.495
37.56,0,37.552, 2021/07/20 18:26:13.560 PM,1310840774,239173.56,37.42987923,-122.1840919,39.854,0,0,0,0.15,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-2.65,-0.24,-1.05,0,0,0,-9.216,0.232,0.136
37.568,0,37.56, 2021/07/20 18:26:13.568 PM,1310840774,239173.568,37.42987923,-122.1840919,39.854,0,0,0,0.15,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-2.74,-0.18,-0.03,0,0,0,-9.306,-0.291,0.389
37.58,0,37.572, 2021/07/20 18:26:13.580 PM,1310840774,239173.58,37.42989275,-122.1840823,39.752,0,0,0,0.15,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-2.85,0.46,-0.46,0,0,0,-9.329,-0.289,0.621
37.588,0,37.58, 2021/07/20 18:26:13.588 PM,1310840774,239173.588,37.42989275,-122.1840823,39.752,0,0,0,0.19,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-2.13,1.14,0.24,0,0,0,-9.264,-0.325,0
37.6,0,37.592, 2021/07/20 18:26:13.600 PM,1310840774,239173.6,37.42989275,-122.1840823,39.752,0,0,0,0.19,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-2.05,1.43,1.11,0,0,0,-9.236,0.021,0.231
37.608,0,37.6, 2021/07/20 18:26:13.608 PM,1310840774,239173.608,37.42989275,-122.1840823,39.752,0,0,0,0.09,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-2.65,0.13,0.03,0,0,0,-9.41,-0.142,0.256
37.62,0,37.612, 2021/07/20 18:26:13.620 PM,1310840774,239173.62,37.42989275,-122.1840823,39.752,0,0,0,0.09,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-2.07,0.32,0.22,0,0,0,-9.399,-0.203,0.234
37.628,0,37.62, 2021/07/20 18:26:13.628 PM,1310840774,239173.628,37.42989275,-122.1840823,39.752,0,0,0,0.09,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-2.35,0.79,-0.31,0,0,0,-9.333,-0.256,0.149
37.64,0,37.632, 2021/07/20 18:26:13.640 PM,1310840774,239173.64,37.42989275,-122.1840823,39.752,0,0,0,0.09,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-2.84,0.35,-0.81,0,0,0,-9.207,-0.338,0.324
37.648,0,37.64, 2021/07/20 18:26:13.648 PM,1310840774,239173.648,37.42989275,-122.1840823,39.752,0,0,0,0.09,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-2.43,0.8,-0.49,0,0,0,-9.407,-0.616,0.013
37.66,0,37.652, 2021/07/20 18:26:13.660 PM,1310840774,239173.66,37.42989275,-122.1840823,39.752,0,0,0,0.09,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-2.25,0.19,-1.23,0,0,0,-9.38,-0.497,0.034
37.668,0,37.66, 2021/07/20 18:26:13.668 PM,1310840774,239173.668,37.42989275,-122.1840823,39.752,0,0,0,0.09,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-3.19,0.6,-1.23,0,0,0,-9.491,-0.307,0.034
37.68,0,37.672, 2021/07/20 18:26:13.680 PM,1310840774,239173.68,37.42989275,-122.1840823,39.752,0,0,0,0.09,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-3.07,-0.52,-0.2,0,0,0,-9.367,-0.286,0.249
37.688,0,37.68, 2021/07/20 18:26:13.688 PM,1310840774,239173.688,37.42989275,-122.1840823,39.752,0,0,0,0.09,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-3.14,0.38,0.04,0,0,0,-9.761,-0.836,0.025
37.7,0,37.692, 2021/07/20 18:26:13.700 PM,1310840774,239173.7,37.42989275,-122.1840823,39.752,0,0,0,0.09,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-1.12,0.44,0.22,0,0,0,-9.891,-0.695,0.118
37.708,0,37.7, 2021/07/20 18:26:13.708 PM,1310840774,239173.708,37.42989275,-122.1840823,39.752,0,0,0,0.09,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-2.26,0.42,1.53,0,0,0,-9.904,-0.64,-0.169
37.72,0,37.712, 2021/07/20 18:26:13.720 PM,1310840774,239173.72,37.42989275,-122.1840823,39.752,0,0,0,0.29,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-2.39,-0.33,1.13,0,0,0,-9.965,-0.519,-0.06
37.728,0,37.72, 2021/07/20 18:26:13.728 PM,1310840774,239173.728,37.42989275,-122.1840823,39.752,0,0,0,0.29,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-2.5,0.12,0.46,0,0,0,-10.163,-0.265,0.164
37.74,0,37.732, 2021/07/20 18:26:13.740 PM,1310840774,239173.74,37.42989275,-122.1840823,39.752,0,0,0,0.29,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-2.14,-0.09,0.22,0,0,0,-10.048,-0.226,0.113
37.748,0,37.74, 2021/07/20 18:26:13.748 PM,1310840774,239173.748,37.42989275,-122.1840823,39.752,0,0,0,0.29,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-2.32,-0.67,0.52,0,0,0,-10.197,-0.15,0.132
37.76,0,37.752, 2021/07/20 18:26:13.760 PM,1310840774,239173.76,37.42989275,-122.1840823,39.752,0,0,0,0.29,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-1.71,0.09,0.72,0,0,0,-10.075,-0.459,0.39
37.768,0,37.76, 2021/07/20 18:26:13.768 PM,1310840774,239173.768,37.42989275,-122.1840823,39.752,0,0,0,0.29,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-3.03,-0.59,0,0,0,0,-10.151,-0.361,0.233
37.78,0,37.772, 2021/07/20 18:26:13.780 PM,1310840774,239173.78,37.42989275,-122.1840823,39.752,0,0,0,0.29,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-2.59,-0.45,0.84,0,0,0,-10.082,-0.038,0.816
37.788,0,37.78, 2021/07/20 18:26:13.788 PM,1310840774,239173.788,37.42989275,-122.1840823,39.752,0,0,0,0.29,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-2.95,-0.25,1.41,0,0,0,-9.987,-0.353,0.283
37.8,0,37.792, 2021/07/20 18:26:13.800 PM,1310840774,239173.8,37.42989275,-122.1840823,39.752,0,0,0,0.29,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-2.86,0.23,1.55,0,0,0,-10.292,-0.163,0.29
37.808,0,37.8, 2021/07/20 18:26:13.808 PM,1310840774,239173.808,37.42989275,-122.1840823,39.752,0,0,0,0.29,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-2.98,0.53,1.85,0,0,0,-10.354,-0.558,0.226
37.82,0,37.812, 2021/07/20 18:26:13.820 PM,1310840774,239173.82,37.42989275,-122.1840823,39.752,0,0,0,0.29,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-1.87,-0.05,1.73,0,0,0,-10.306,0.016,0.196
37.828,0,37.82, 2021/07/20 18:26:13.828 PM,1310840774,239173.828,37.42989275,-122.1840823,39.752,0,0,0,0.29,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-2.96,-0.61,1.5,0,0,0,-10.425,-0.06,0.165
37.84,0,37.832, 2021/07/20 18:26:13.840 PM,1310840774,239173.84,37.42989275,-122.1840823,39.752,0,0,0,0.29,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-3,-0.97,0.56,0,0,0,-10.168,-0.378,0.344
37.848,0,37.84, 2021/07/20 18:26:13.848 PM,1310840774,239173.848,37.42989275,-122.1840823,39.752,0,0,0,0.29,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-2.39,-0.81,1.65,0,0,0,-9.967,-0.009,0.077
37.86,0,37.852, 2021/07/20 18:26:13.860 PM,1310840774,239173.86,37.42989275,-122.1840823,39.752,0,0,0,0.29,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-2.67,-0.77,0.63,0,0,0,-9.791,0.055,0.151
37.868,0,37.86, 2021/07/20 18:26:13.868 PM,1310840774,239173.868,37.42989275,-122.1840823,39.752,0,0,0,0.29,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-3.28,-0.69,0.67,0,0,0,-9.726,-0.066,0.379
37.88,0,37.872, 2021/07/20 18:26:13.880 PM,1310840774,239173.88,37.42989275,-122.1840823,39.752,0,0,0,0.29,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-3.55,-0.94,0.2,0,0,0,-9.385,-0.095,0.223
37.888,0,37.88, 2021/07/20 18:26:13.888 PM,1310840774,239173.888,37.42989275,-122.1840823,39.752,0,0,0,0.29,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-3.32,-0.26,0.48,0,0,0,-9.462,0.217,0.332
37.9,0,37.892, 2021/07/20 18:26:13.900 PM,1310840774,239173.9,37.42989275,-122.1840823,39.752,0,0,0,0.29,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-4.06,-0.32,1.4,0,0,0,-9.175,0.217,0.622
37.908,0,37.9, 2021/07/20 18:26:13.908 PM,1310840774,239173.908,37.42989275,-122.1840823,39.752,0,0,0,-0.14,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-3.68,-0.19,0.82,0,0,0,-9.371,-0.039,0.282
37.92,0,37.912, 2021/07/20 18:26:13.920 PM,1310840774,239173.92,37.42989275,-122.1840823,39.752,0,0,0,-0.14,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-4.4,1.09,0.17,0,0,0,-9.471,-0.023,0.423
37.928,0,37.92, 2021/07/20 18:26:13.928 PM,1310840774,239173.928,37.42989275,-122.1840823,39.752,0,0,0,-0.14,0,11, SPS (3), Doppler (2), None (),0,0,0,0,0,0,0,-4.7,0.56,-0.08,0,0,0,-9.202,0.113,0.225
